Fiscal Year,Agency Number,Agency Name,County,Major Spending Category,Amount
2021,451,TEXAS DEPARTMENT OF BANKING,TRAVIS,SUPPLIES AND MATERIALS,7773.64
2021,451,TEXAS DEPARTMENT OF BANKING,WILLIAMSON,SUPPLIES AND MATERIALS,11127.59
2021,451,TEXAS DEPARTMENT OF BANKING,,OTHER EXPENDITURES,228553.84
2021,451,TEXAS DEPARTMENT OF BANKING,BEXAR,OTHER EXPENDITURES,17.99
2021,451,TEXAS DEPARTMENT OF BANKING,DALLAS,OTHER EXPENDITURES,308834.69
2021,451,TEXAS DEPARTMENT OF BANKING,DENTON,OTHER EXPENDITURES,199.54
2021,451,TEXAS DEPARTMENT OF BANKING,HARRIS,OTHER EXPENDITURES,3522.36
2021,451,TEXAS DEPARTMENT OF BANKING,HAYS,OTHER EXPENDITURES,220.92
2021,451,TEXAS DEPARTMENT OF BANKING,LUBBOCK,OTHER EXPENDITURES,239.3
2021,451,TEXAS DEPARTMENT OF BANKING,TARRANT,OTHER EXPENDITURES,3640
2021,451,TEXAS DEPARTMENT OF BANKING,TRAVIS,OTHER EXPENDITURES,80536.82
2021,451,TEXAS DEPARTMENT OF BANKING,WILLIAMSON,OTHER EXPENDITURES,490.26
2021,451,TEXAS DEPARTMENT OF BANKING,WILSON,OTHER EXPENDITURES,658
2021,451,TEXAS DEPARTMENT OF BANKING,,TRAVEL,-1198.75
2021,451,TEXAS DEPARTMENT OF BANKING,BEXAR,TRAVEL,3485.53
2021,451,TEXAS DEPARTMENT OF BANKING,BRAZOS,TRAVEL,900.56
2021,451,TEXAS DEPARTMENT OF BANKING,COOKE,TRAVEL,554.51
2021,451,TEXAS DEPARTMENT OF BANKING,DALLAS,TRAVEL,9816.93
2021,451,TEXAS DEPARTMENT OF BANKING,DENTON,TRAVEL,1308.32
2021,451,TEXAS DEPARTMENT OF BANKING,ELLIS,TRAVEL,2911.77
2021,451,TEXAS DEPARTMENT OF BANKING,FANNIN,TRAVEL,2415
2021,451,TEXAS DEPARTMENT OF BANKING,FORT BEND,TRAVEL,1896.91
2021,451,TEXAS DEPARTMENT OF BANKING,GUADALUPE,TRAVEL,364.51
2021,451,TEXAS DEPARTMENT OF BANKING,HARRIS,TRAVEL,13563.33
2021,451,TEXAS DEPARTMENT OF BANKING,HAYS,TRAVEL,1549.35
2021,451,TEXAS DEPARTMENT OF BANKING,LUBBOCK,TRAVEL,9351.06
2021,451,TEXAS DEPARTMENT OF BANKING,PARKER,TRAVEL,245.45
2021,451,TEXAS DEPARTMENT OF BANKING,SHELBY,TRAVEL,485.6
2021,451,TEXAS DEPARTMENT OF BANKING,TARRANT,TRAVEL,1088.2
2021,451,TEXAS DEPARTMENT OF BANKING,TRAVIS,TRAVEL,7839.57
2021,451,TEXAS DEPARTMENT OF BANKING,WILLIAMSON,TRAVEL,418.42
2021,451,TEXAS DEPARTMENT OF BANKING,,PROFESSIONAL SERVICE AND FEES,4805.68
2021,451,TEXAS DEPARTMENT OF BANKING,BEXAR,PROFESSIONAL SERVICE AND FEES,39020
2021,451,TEXAS DEPARTMENT OF BANKING,TRAVIS,PROFESSIONAL SERVICE AND FEES,92624.26
2021,451,TEXAS DEPARTMENT OF BANKING,WILLIAMSON,CAPITAL OUTLAY,9573
2021,451,TEXAS DEPARTMENT OF BANKING,,REPAIRS AND MAINTENANCE,32274.98
2021,451,TEXAS DEPARTMENT OF BANKING,DALLAS,REPAIRS AND MAINTENANCE,104991.24
2021,451,TEXAS DEPARTMENT OF BANKING,HAYS,REPAIRS AND MAINTENANCE,243.03
2021,451,TEXAS DEPARTMENT OF BANKING,TRAVIS,REPAIRS AND MAINTENANCE,38532.58
2021,451,TEXAS DEPARTMENT OF BANKING,WILLIAMSON,REPAIRS AND MAINTENANCE,11945.53
2021,451,TEXAS DEPARTMENT OF BANKING,,COMMUNICATIONS AND UTILITIES,81777.9
2021,451,TEXAS DEPARTMENT OF BANKING,BELL,COMMUNICATIONS AND UTILITIES,1304.4
2021,451,TEXAS DEPARTMENT OF BANKING,BEXAR,COMMUNICATIONS AND UTILITIES,115
2021,451,TEXAS DEPARTMENT OF BANKING,DALLAS,COMMUNICATIONS AND UTILITIES,9583.96
2021,451,TEXAS DEPARTMENT OF BANKING,HAYS,COMMUNICATIONS AND UTILITIES,3500
2021,451,TEXAS DEPARTMENT OF BANKING,TARRANT,COMMUNICATIONS AND UTILITIES,2150
2021,451,TEXAS DEPARTMENT OF BANKING,TRAVIS,COMMUNICATIONS AND UTILITIES,53384.06
2021,451,TEXAS DEPARTMENT OF BANKING,,RENTALS AND LEASES,22724.96
2021,451,TEXAS DEPARTMENT OF BANKING,BEXAR,RENTALS AND LEASES,101842.08
2021,451,TEXAS DEPARTMENT OF BANKING,DALLAS,RENTALS AND LEASES,99413.04
2021,451,TEXAS DEPARTMENT OF BANKING,HARRIS,RENTALS AND LEASES,94004.96
2021,451,TEXAS DEPARTMENT OF BANKING,LUBBOCK,RENTALS AND LEASES,45468.3
2021,451,TEXAS DEPARTMENT OF BANKING,TRAVIS,RENTALS AND LEASES,59892.75
2021,451,TEXAS DEPARTMENT OF BANKING,BEXAR,PRINTING AND REPRODUCTION,110.5
2021,451,TEXAS DEPARTMENT OF BANKING,LUBBOCK,PRINTING AND REPRODUCTION,5
2021,451,TEXAS DEPARTMENT OF BANKING,TRAVIS,PRINTING AND REPRODUCTION,339.5
2021,451,TEXAS DEPARTMENT OF BANKING,WHARTON,PRINTING AND REPRODUCTION,26
2021,452,TEXAS DEPT OF LICENSING & REGULATION,,SALARIES AND WAGES,217817.3
2021,452,TEXAS DEPT OF LICENSING & REGULATION,HIDALGO,TRAVEL,2599.57
2021,452,TEXAS DEPT OF LICENSING & REGULATION,ATASCOSA,SALARIES AND WAGES,43240.08
2021,452,TEXAS DEPT OF LICENSING & REGULATION,BASTROP,SALARIES AND WAGES,1166915.45
2021,452,TEXAS DEPT OF LICENSING & REGULATION,BELL,SALARIES AND WAGES,427269
2021,452,TEXAS DEPT OF LICENSING & REGULATION,BEXAR,SALARIES AND WAGES,282577.74
2021,452,TEXAS DEPT OF LICENSING & REGULATION,BRAZORIA,SALARIES AND WAGES,101003.64
2021,452,TEXAS DEPT OF LICENSING & REGULATION,BRAZOS,SALARIES AND WAGES,52700.4
2021,452,TEXAS DEPT OF LICENSING & REGULATION,CALDWELL,SALARIES AND WAGES,229282.24
2021,452,TEXAS DEPT OF LICENSING & REGULATION,CAMERON,SALARIES AND WAGES,43656
2021,452,TEXAS DEPT OF LICENSING & REGULATION,COLLIN,SALARIES AND WAGES,178626
2021,452,TEXAS DEPT OF LICENSING & REGULATION,COMAL,SALARIES AND WAGES,145151.63
2021,452,TEXAS DEPT OF LICENSING & REGULATION,COMANCHE,SALARIES AND WAGES,43176
2021,452,TEXAS DEPT OF LICENSING & REGULATION,CROSBY,SALARIES AND WAGES,56069.07
2021,452,TEXAS DEPT OF LICENSING & REGULATION,DALLAS,SALARIES AND WAGES,205462.82
2021,452,TEXAS DEPT OF LICENSING & REGULATION,ELLIS,SALARIES AND WAGES,63450
2021,452,TEXAS DEPT OF LICENSING & REGULATION,EL PASO,SALARIES AND WAGES,179349.78
2021,452,TEXAS DEPT OF LICENSING & REGULATION,FORT BEND,SALARIES AND WAGES,251413.73
2021,452,TEXAS DEPT OF LICENSING & REGULATION,GALVESTON,SALARIES AND WAGES,18525.11
2021,452,TEXAS DEPT OF LICENSING & REGULATION,GILLESPIE,SALARIES AND WAGES,65780
2021,452,TEXAS DEPT OF LICENSING & REGULATION,GUADALUPE,SALARIES AND WAGES,138741.48
2021,452,TEXAS DEPT OF LICENSING & REGULATION,HARDIN,SALARIES AND WAGES,51520.04
2021,452,TEXAS DEPT OF LICENSING & REGULATION,HARRIS,SALARIES AND WAGES,984031.7
2021,452,TEXAS DEPT OF LICENSING & REGULATION,HAYS,SALARIES AND WAGES,1848579.17
2021,452,TEXAS DEPT OF LICENSING & REGULATION,HENDERSON,SALARIES AND WAGES,55111.04
2021,452,TEXAS DEPT OF LICENSING & REGULATION,HIDALGO,SALARIES AND WAGES,106201.12
2021,452,TEXAS DEPT OF LICENSING & REGULATION,HUTCHINSON,SALARIES AND WAGES,36440.98
2021,452,TEXAS DEPT OF LICENSING & REGULATION,JOHNSON,SALARIES AND WAGES,121703.72
2021,452,TEXAS DEPT OF LICENSING & REGULATION,KAUFMAN,SALARIES AND WAGES,52590.04
2021,452,TEXAS DEPT OF LICENSING & REGULATION,KENDALL,SALARIES AND WAGES,32931.74
2021,452,TEXAS DEPT OF LICENSING & REGULATION,KLEBERG,SALARIES AND WAGES,60390
2021,452,TEXAS DEPT OF LICENSING & REGULATION,LAMAR,SALARIES AND WAGES,55360.08
2021,452,TEXAS DEPT OF LICENSING & REGULATION,LEE,SALARIES AND WAGES,170317.1
2021,452,TEXAS DEPT OF LICENSING & REGULATION,LIBERTY,SALARIES AND WAGES,72023.64
2021,452,TEXAS DEPT OF LICENSING & REGULATION,LUBBOCK,SALARIES AND WAGES,108226.08
2021,452,TEXAS DEPT OF LICENSING & REGULATION,MASON,SALARIES AND WAGES,31038.26
2021,452,TEXAS DEPT OF LICENSING & REGULATION,MCLENNAN,SALARIES AND WAGES,48119.35
2021,452,TEXAS DEPT OF LICENSING & REGULATION,MILAM,SALARIES AND WAGES,75000
2021,452,TEXAS DEPT OF LICENSING & REGULATION,MONTGOMERY,SALARIES AND WAGES,87664.98
2021,452,TEXAS DEPT OF LICENSING & REGULATION,NUECES,SALARIES AND WAGES,125742.56
2021,452,TEXAS DEPT OF LICENSING & REGULATION,PARKER,SALARIES AND WAGES,50170.04
2021,452,TEXAS DEPT OF LICENSING & REGULATION,POTTER,SALARIES AND WAGES,63344.32
2021,452,TEXAS DEPT OF LICENSING & REGULATION,RANDALL,SALARIES AND WAGES,52005.23
2021,452,TEXAS DEPT OF LICENSING & REGULATION,SAN PATRICIO,SALARIES AND WAGES,51107.76
2021,452,TEXAS DEPT OF LICENSING & REGULATION,SMITH,SALARIES AND WAGES,56704.98
2021,452,TEXAS DEPT OF LICENSING & REGULATION,TARRANT,SALARIES AND WAGES,431331.59
2021,452,TEXAS DEPT OF LICENSING & REGULATION,TOM GREEN,SALARIES AND WAGES,51940.08
2021,452,TEXAS DEPT OF LICENSING & REGULATION,TRAVIS,SALARIES AND WAGES,15428817.05
2021,452,TEXAS DEPT OF LICENSING & REGULATION,VAN ZANDT,SALARIES AND WAGES,64121.48
2021,452,TEXAS DEPT OF LICENSING & REGULATION,WALKER,SALARIES AND WAGES,122000
2021,452,TEXAS DEPT OF LICENSING & REGULATION,WALLER,SALARIES AND WAGES,49367.44
2021,452,TEXAS DEPT OF LICENSING & REGULATION,WEBB,SALARIES AND WAGES,56806.68
2021,452,TEXAS DEPT OF LICENSING & REGULATION,WILLIAMSON,SALARIES AND WAGES,6691673.31
2021,452,TEXAS DEPT OF LICENSING & REGULATION,WISE,SALARIES AND WAGES,59326.8
2021,452,TEXAS DEPT OF LICENSING & REGULATION,,EMPLOYEE BENEFITS,66614.99
2021,452,TEXAS DEPT OF LICENSING & REGULATION,ATASCOSA,EMPLOYEE BENEFITS,13224.1
2021,452,TEXAS DEPT OF LICENSING & REGULATION,BASTROP,EMPLOYEE BENEFITS,356877.34
2021,452,TEXAS DEPT OF LICENSING & REGULATION,BELL,EMPLOYEE BENEFITS,130671.53
2021,452,TEXAS DEPT OF LICENSING & REGULATION,BEXAR,EMPLOYEE BENEFITS,86420.65
2021,452,TEXAS DEPT OF LICENSING & REGULATION,BRAZORIA,EMPLOYEE BENEFITS,30889.91
2021,452,TEXAS DEPT OF LICENSING & REGULATION,BRAZOS,EMPLOYEE BENEFITS,16117.34
2021,452,TEXAS DEPT OF LICENSING & REGULATION,CALDWELL,EMPLOYEE BENEFITS,70121.31
2021,452,TEXAS DEPT OF LICENSING & REGULATION,CAMERON,EMPLOYEE BENEFITS,13351.3
2021,452,TEXAS DEPT OF LICENSING & REGULATION,COLLIN,EMPLOYEE BENEFITS,54629.13
2021,452,TEXAS DEPT OF LICENSING & REGULATION,COMAL,EMPLOYEE BENEFITS,44391.67
2021,452,TEXAS DEPT OF LICENSING & REGULATION,COMANCHE,EMPLOYEE BENEFITS,13204.5
2021,452,TEXAS DEPT OF LICENSING & REGULATION,CROSBY,EMPLOYEE BENEFITS,17147.58
2021,452,TEXAS DEPT OF LICENSING & REGULATION,DALLAS,EMPLOYEE BENEFITS,62836.62
2021,452,TEXAS DEPT OF LICENSING & REGULATION,ELLIS,EMPLOYEE BENEFITS,19404.89
2021,452,TEXAS DEPT OF LICENSING & REGULATION,EL PASO,EMPLOYEE BENEFITS,54850.48
2021,452,TEXAS DEPT OF LICENSING & REGULATION,FORT BEND,EMPLOYEE BENEFITS,76889.77
2021,452,TEXAS DEPT OF LICENSING & REGULATION,GALVESTON,EMPLOYEE BENEFITS,5665.53
2021,452,TEXAS DEPT OF LICENSING & REGULATION,GILLESPIE,EMPLOYEE BENEFITS,20117.47
2021,452,TEXAS DEPT OF LICENSING & REGULATION,GUADALUPE,EMPLOYEE BENEFITS,42431.26
2021,452,TEXAS DEPT OF LICENSING & REGULATION,HARDIN,EMPLOYEE BENEFITS,15756.36
2021,452,TEXAS DEPT OF LICENSING & REGULATION,HARRIS,EMPLOYEE BENEFITS,300946.06
2021,452,TEXAS DEPT OF LICENSING & REGULATION,HAYS,EMPLOYEE BENEFITS,565350.31
2021,452,TEXAS DEPT OF LICENSING & REGULATION,HENDERSON,EMPLOYEE BENEFITS,16854.59
2021,452,TEXAS DEPT OF LICENSING & REGULATION,HIDALGO,EMPLOYEE BENEFITS,32479.45
2021,452,TEXAS DEPT OF LICENSING & REGULATION,HUTCHINSON,EMPLOYEE BENEFITS,11144.73
2021,452,TEXAS DEPT OF LICENSING & REGULATION,JOHNSON,EMPLOYEE BENEFITS,37220.61
2021,452,TEXAS DEPT OF LICENSING & REGULATION,KAUFMAN,EMPLOYEE BENEFITS,16083.59
2021,452,TEXAS DEPT OF LICENSING & REGULATION,KENDALL,EMPLOYEE BENEFITS,10071.5
2021,452,TEXAS DEPT OF LICENSING & REGULATION,KLEBERG,EMPLOYEE BENEFITS,18469.05
2021,452,TEXAS DEPT OF LICENSING & REGULATION,LAMAR,EMPLOYEE BENEFITS,16930.75
2021,452,TEXAS DEPT OF LICENSING & REGULATION,LEE,EMPLOYEE BENEFITS,52088.02
2021,452,TEXAS DEPT OF LICENSING & REGULATION,LIBERTY,EMPLOYEE BENEFITS,22026.96
2021,452,TEXAS DEPT OF LICENSING & REGULATION,LUBBOCK,EMPLOYEE BENEFITS,33098.74
2021,452,TEXAS DEPT OF LICENSING & REGULATION,MASON,EMPLOYEE BENEFITS,9492.42
2021,452,TEXAS DEPT OF LICENSING & REGULATION,MCLENNAN,EMPLOYEE BENEFITS,14716.32
2021,452,TEXAS DEPT OF LICENSING & REGULATION,MILAM,EMPLOYEE BENEFITS,22937.22
2021,452,TEXAS DEPT OF LICENSING & REGULATION,MONTGOMERY,EMPLOYEE BENEFITS,26810.55
2021,452,TEXAS DEPT OF LICENSING & REGULATION,NUECES,EMPLOYEE BENEFITS,38455.8
2021,452,TEXAS DEPT OF LICENSING & REGULATION,PARKER,EMPLOYEE BENEFITS,15343.49
2021,452,TEXAS DEPT OF LICENSING & REGULATION,POTTER,EMPLOYEE BENEFITS,19372.57
2021,452,TEXAS DEPT OF LICENSING & REGULATION,RANDALL,EMPLOYEE BENEFITS,15904.74
2021,452,TEXAS DEPT OF LICENSING & REGULATION,SAN PATRICIO,EMPLOYEE BENEFITS,15630.27
2021,452,TEXAS DEPT OF LICENSING & REGULATION,SMITH,EMPLOYEE BENEFITS,17342.06
2021,452,TEXAS DEPT OF LICENSING & REGULATION,TARRANT,EMPLOYEE BENEFITS,131913.99
2021,452,TEXAS DEPT OF LICENSING & REGULATION,TOM GREEN,EMPLOYEE BENEFITS,15884.82
2021,452,TEXAS DEPT OF LICENSING & REGULATION,TRAVIS,EMPLOYEE BENEFITS,4718589.62
2021,452,TEXAS DEPT OF LICENSING & REGULATION,VAN ZANDT,EMPLOYEE BENEFITS,19610.25
2021,452,TEXAS DEPT OF LICENSING & REGULATION,WALKER,EMPLOYEE BENEFITS,37311.22
2021,452,TEXAS DEPT OF LICENSING & REGULATION,WALLER,EMPLOYEE BENEFITS,15098.03
2021,452,TEXAS DEPT OF LICENSING & REGULATION,WEBB,EMPLOYEE BENEFITS,17373.17
2021,452,TEXAS DEPT OF LICENSING & REGULATION,WILLIAMSON,EMPLOYEE BENEFITS,2046512.06
2021,452,TEXAS DEPT OF LICENSING & REGULATION,WISE,EMPLOYEE BENEFITS,18143.89
2021,452,TEXAS DEPT OF LICENSING & REGULATION,,SUPPLIES AND MATERIALS,413949.62
2021,452,TEXAS DEPT OF LICENSING & REGULATION,BASTROP,SUPPLIES AND MATERIALS,42.99
2021,452,TEXAS DEPT OF LICENSING & REGULATION,BEXAR,SUPPLIES AND MATERIALS,1582.93
2021,452,TEXAS DEPT OF LICENSING & REGULATION,DALLAS,SUPPLIES AND MATERIALS,13143.45
2021,452,TEXAS DEPT OF LICENSING & REGULATION,DENTON,SUPPLIES AND MATERIALS,994.26
2021,452,TEXAS DEPT OF LICENSING & REGULATION,GALVESTON,SUPPLIES AND MATERIALS,454.36
2021,452,TEXAS DEPT OF LICENSING & REGULATION,HARRIS,SUPPLIES AND MATERIALS,225.19
2021,452,TEXAS DEPT OF LICENSING & REGULATION,MIDLAND,SUPPLIES AND MATERIALS,513.46
2021,452,TEXAS DEPT OF LICENSING & REGULATION,TARRANT,SUPPLIES AND MATERIALS,5688
2021,452,TEXAS DEPT OF LICENSING & REGULATION,TRAVIS,SUPPLIES AND MATERIALS,223990.9
2021,452,TEXAS DEPT OF LICENSING & REGULATION,WILLIAMSON,SUPPLIES AND MATERIALS,7338.4
2021,452,TEXAS DEPT OF LICENSING & REGULATION,,OTHER EXPENDITURES,517558.94
2021,452,TEXAS DEPT OF LICENSING & REGULATION,BELL,OTHER EXPENDITURES,100
2021,452,TEXAS DEPT OF LICENSING & REGULATION,BEXAR,OTHER EXPENDITURES,44789.09
2021,452,TEXAS DEPT OF LICENSING & REGULATION,BRAZORIA,OTHER EXPENDITURES,23.49
2021,452,TEXAS DEPT OF LICENSING & REGULATION,BRAZOS,OTHER EXPENDITURES,73452.05
2021,452,TEXAS DEPT OF LICENSING & REGULATION,CAMERON,OTHER EXPENDITURES,23.2
2021,452,TEXAS DEPT OF LICENSING & REGULATION,COLLIN,OTHER EXPENDITURES,28.07
2021,452,TEXAS DEPT OF LICENSING & REGULATION,DALLAS,OTHER EXPENDITURES,414079.24
2021,452,TEXAS DEPT OF LICENSING & REGULATION,DENTON,OTHER EXPENDITURES,719.41
2021,452,TEXAS DEPT OF LICENSING & REGULATION,EL PASO,OTHER EXPENDITURES,540.48
2021,452,TEXAS DEPT OF LICENSING & REGULATION,FORT BEND,OTHER EXPENDITURES,17691.88
2021,452,TEXAS DEPT OF LICENSING & REGULATION,GALVESTON,OTHER EXPENDITURES,6271.6
2021,452,TEXAS DEPT OF LICENSING & REGULATION,GUADALUPE,OTHER EXPENDITURES,27
2021,452,TEXAS DEPT OF LICENSING & REGULATION,HARRIS,OTHER EXPENDITURES,132938.67
2021,452,TEXAS DEPT OF LICENSING & REGULATION,HAYS,OTHER EXPENDITURES,2003.49
2021,452,TEXAS DEPT OF LICENSING & REGULATION,HOWARD,OTHER EXPENDITURES,8
2021,452,TEXAS DEPT OF LICENSING & REGULATION,JEFFERSON,OTHER EXPENDITURES,866.76
2021,452,TEXAS DEPT OF LICENSING & REGULATION,MAVERICK,OTHER EXPENDITURES,1847.14
2021,452,TEXAS DEPT OF LICENSING & REGULATION,MEDINA,OTHER EXPENDITURES,1872.31
2021,452,TEXAS DEPT OF LICENSING & REGULATION,MIDLAND,OTHER EXPENDITURES,416053.62
2021,452,TEXAS DEPT OF LICENSING & REGULATION,NACOGDOCHES,OTHER EXPENDITURES,1629.29
2021,452,TEXAS DEPT OF LICENSING & REGULATION,NUECES,OTHER EXPENDITURES,297.15
2021,452,TEXAS DEPT OF LICENSING & REGULATION,SMITH,OTHER EXPENDITURES,53.5
2021,452,TEXAS DEPT OF LICENSING & REGULATION,SUTTON,OTHER EXPENDITURES,14
2021,452,TEXAS DEPT OF LICENSING & REGULATION,TARRANT,OTHER EXPENDITURES,364.09
2021,452,TEXAS DEPT OF LICENSING & REGULATION,TRAVIS,OTHER EXPENDITURES,601322.57
2021,452,TEXAS DEPT OF LICENSING & REGULATION,UPSHUR,OTHER EXPENDITURES,78
2021,452,TEXAS DEPT OF LICENSING & REGULATION,WILLIAMSON,OTHER EXPENDITURES,26387.17
2021,452,TEXAS DEPT OF LICENSING & REGULATION,WILSON,OTHER EXPENDITURES,658
2021,452,TEXAS DEPT OF LICENSING & REGULATION,,TRAVEL,0
2021,452,TEXAS DEPT OF LICENSING & REGULATION,ANDERSON,TRAVEL,2686.96
2021,452,TEXAS DEPT OF LICENSING & REGULATION,BASTROP,TRAVEL,10990.4
2021,452,TEXAS DEPT OF LICENSING & REGULATION,BELL,TRAVEL,17404.24
2021,452,TEXAS DEPT OF LICENSING & REGULATION,BEXAR,TRAVEL,16728.74
2021,452,TEXAS DEPT OF LICENSING & REGULATION,BRAZORIA,TRAVEL,4182.33
2021,452,TEXAS DEPT OF LICENSING & REGULATION,BRAZOS,TRAVEL,185.92
2021,452,TEXAS DEPT OF LICENSING & REGULATION,CALDWELL,TRAVEL,3452.87
2021,452,TEXAS DEPT OF LICENSING & REGULATION,CAMERON,TRAVEL,3410.51
2021,452,TEXAS DEPT OF LICENSING & REGULATION,COLLIN,TRAVEL,11027.94
2021,452,TEXAS DEPT OF LICENSING & REGULATION,COMAL,TRAVEL,1673.5
2021,452,TEXAS DEPT OF LICENSING & REGULATION,COMANCHE,TRAVEL,12071.65
2021,452,TEXAS DEPT OF LICENSING & REGULATION,CORYELL,TRAVEL,245.56
2021,452,TEXAS DEPT OF LICENSING & REGULATION,CROSBY,TRAVEL,9870.48
2021,452,TEXAS DEPT OF LICENSING & REGULATION,DALLAS,TRAVEL,11107.5
2021,452,TEXAS DEPT OF LICENSING & REGULATION,ELLIS,TRAVEL,6258.58
2021,452,TEXAS DEPT OF LICENSING & REGULATION,EL PASO,TRAVEL,26206.69
2021,452,TEXAS DEPT OF LICENSING & REGULATION,FORT BEND,TRAVEL,9561.5
2021,452,TEXAS DEPT OF LICENSING & REGULATION,GALVESTON,TRAVEL,5290.93
2021,452,TEXAS DEPT OF LICENSING & REGULATION,GILLESPIE,TRAVEL,5379.15
2021,452,TEXAS DEPT OF LICENSING & REGULATION,GUADALUPE,TRAVEL,12451.4
2021,452,TEXAS DEPT OF LICENSING & REGULATION,HARDIN,TRAVEL,2124.88
2021,452,TEXAS DEPT OF LICENSING & REGULATION,HARRIS,TRAVEL,53989.89
2021,452,TEXAS DEPT OF LICENSING & REGULATION,HAYS,TRAVEL,6619.37
2021,452,TEXAS DEPT OF LICENSING & REGULATION,HENDERSON,TRAVEL,439.43
2021,452,TEXAS DEPT OF LICENSING & REGULATION,JEFFERSON,TRAVEL,675.31
2021,452,TEXAS DEPT OF LICENSING & REGULATION,JOHNSON,TRAVEL,12579.38
2021,452,TEXAS DEPT OF LICENSING & REGULATION,KAUFMAN,TRAVEL,5859.3
2021,452,TEXAS DEPT OF LICENSING & REGULATION,KENDALL,TRAVEL,2307.79
2021,452,TEXAS DEPT OF LICENSING & REGULATION,LIBERTY,TRAVEL,7203.23
2021,452,TEXAS DEPT OF LICENSING & REGULATION,MCLENNAN,TRAVEL,4575.49
2021,452,TEXAS DEPT OF LICENSING & REGULATION,MONTGOMERY,TRAVEL,563.48
2021,452,TEXAS DEPT OF LICENSING & REGULATION,NUECES,TRAVEL,13919.5
2021,452,TEXAS DEPT OF LICENSING & REGULATION,PARKER,TRAVEL,4033.52
2021,452,TEXAS DEPT OF LICENSING & REGULATION,POTTER,TRAVEL,5424.71
2021,452,TEXAS DEPT OF LICENSING & REGULATION,RANDALL,TRAVEL,8362.72
2021,452,TEXAS DEPT OF LICENSING & REGULATION,SAN PATRICIO,TRAVEL,825.26
2021,452,TEXAS DEPT OF LICENSING & REGULATION,TARRANT,TRAVEL,37306.2
2021,452,TEXAS DEPT OF LICENSING & REGULATION,TOM GREEN,TRAVEL,1419.25
2021,452,TEXAS DEPT OF LICENSING & REGULATION,TRAVIS,TRAVEL,65209.2
2021,452,TEXAS DEPT OF LICENSING & REGULATION,VAN ZANDT,TRAVEL,10619.55
2021,452,TEXAS DEPT OF LICENSING & REGULATION,WALLER,TRAVEL,3257.09
2021,452,TEXAS DEPT OF LICENSING & REGULATION,WEBB,TRAVEL,12415.89
2021,452,TEXAS DEPT OF LICENSING & REGULATION,WILLIAMSON,TRAVEL,59226.03
2021,452,TEXAS DEPT OF LICENSING & REGULATION,WISE,TRAVEL,12805.37
2021,452,TEXAS DEPT OF LICENSING & REGULATION,,PROFESSIONAL SERVICE AND FEES,192866.8
2021,452,TEXAS DEPT OF LICENSING & REGULATION,BEXAR,PROFESSIONAL SERVICE AND FEES,28686.86
2021,452,TEXAS DEPT OF LICENSING & REGULATION,COLLIN,PROFESSIONAL SERVICE AND FEES,173719
2021,452,TEXAS DEPT OF LICENSING & REGULATION,DALLAS,PROFESSIONAL SERVICE AND FEES,695
2021,452,TEXAS DEPT OF LICENSING & REGULATION,HARRIS,PROFESSIONAL SERVICE AND FEES,6550
2021,452,TEXAS DEPT OF LICENSING & REGULATION,TARRANT,PROFESSIONAL SERVICE AND FEES,44960
2021,452,TEXAS DEPT OF LICENSING & REGULATION,TRAVIS,PROFESSIONAL SERVICE AND FEES,277022.51
2021,452,TEXAS DEPT OF LICENSING & REGULATION,WILLIAMSON,PROFESSIONAL SERVICE AND FEES,29687.91
2021,452,TEXAS DEPT OF LICENSING & REGULATION,DALLAS,CAPITAL OUTLAY,67299.12
2021,452,TEXAS DEPT OF LICENSING & REGULATION,,REPAIRS AND MAINTENANCE,372592.66
2021,452,TEXAS DEPT OF LICENSING & REGULATION,BEXAR,REPAIRS AND MAINTENANCE,125861.78
2021,452,TEXAS DEPT OF LICENSING & REGULATION,DALLAS,REPAIRS AND MAINTENANCE,49591.59
2021,452,TEXAS DEPT OF LICENSING & REGULATION,MIDLAND,REPAIRS AND MAINTENANCE,54930.54
2021,452,TEXAS DEPT OF LICENSING & REGULATION,TRAVIS,REPAIRS AND MAINTENANCE,14944.27
2021,452,TEXAS DEPT OF LICENSING & REGULATION,,COMMUNICATIONS AND UTILITIES,123633.89
2021,452,TEXAS DEPT OF LICENSING & REGULATION,BEXAR,COMMUNICATIONS AND UTILITIES,1833.99
2021,452,TEXAS DEPT OF LICENSING & REGULATION,DALLAS,COMMUNICATIONS AND UTILITIES,153692.52
2021,452,TEXAS DEPT OF LICENSING & REGULATION,HARRIS,COMMUNICATIONS AND UTILITIES,11.2
2021,452,TEXAS DEPT OF LICENSING & REGULATION,TRAVIS,COMMUNICATIONS AND UTILITIES,6407.98
2021,452,TEXAS DEPT OF LICENSING & REGULATION,,RENTALS AND LEASES,603953.93
2021,452,TEXAS DEPT OF LICENSING & REGULATION,CAMERON,RENTALS AND LEASES,25
2021,452,TEXAS DEPT OF LICENSING & REGULATION,DALLAS,RENTALS AND LEASES,2380.68
2021,452,TEXAS DEPT OF LICENSING & REGULATION,HARRIS,RENTALS AND LEASES,1150
2021,452,TEXAS DEPT OF LICENSING & REGULATION,HAYS,RENTALS AND LEASES,3584.38
2021,452,TEXAS DEPT OF LICENSING & REGULATION,TARRANT,RENTALS AND LEASES,18.95
